transcript_id,A07_w501fBr_a,A08_w501fBr_b,A09_w501fBr_c,B07_FA03fBr_a,B08_FA03fBr_b,B09_FA03fBr_c,D07_w501mBr_a,D08_w501mBr_b,D09_w501mBr_c,E08_FA03mBr_b,E09_FA03mBr_c
FBtr0359814,3355,3975,3542,3722,3990,3436,4431,3801,4391,3120,3054
FBtr0359817,232,331,237,270,268,298,143,268,286,298,123
FBtr0359465,140,851,172,146,187,157,236,127,144,141,823
FBtr0359819,0,0,0,0,0,0,3,0,0,0,0
FBtr0359818,145,166,155,124,134,69,218,242,279,84,129
FBtr0359466,5,44,98,37,22,44,0,38,26,58,6329
FBtr0363145,0,0,0,0,0,0,0,0,0,0,0
FBtr0359460,2904,2909,2668,2963,2899,3547,3218,2651,3188,3018,2148
FBtr0363143,1188,2017,1104,1368,2089,1358,1620,2415,2875,1108,1755
FBtr0364217,3,0,0,0,0,0,6,0,0,0,0
FBtr0364216,0,0,0,0,0,0,24,0,0,8,0
FBtr0364215,0,0,0,0,0,0,0,0,0,0,0
FBtr0364214,8,56,21,8,51,18,27,28,60,12,46
FBtr0364213,5018,5019,4514,3822,4547,3452,4941,4732,5918,4236,4175
FBtr0364212,8,0,0,0,0,0,0,0,0,0,0
FBtr0364211,19,0,8,4,4,8,12,4,18,0,8
FBtr0364210,843,764,704,686,643,861,922,981,1083,854,842
FBtr0209958,7712,7419,7094,5887,6264,5219,10125,7816,10519,5357,5623
FBtr0363141,24,23,20,18,38,12,26,47,41,22,47
FBtr0364219,106,82,59,78,1,1,89,95,67,1,1
FBtr0364218,80,66,27,23,24,22,81,42,72,0,41
FBtr0224711,48,34,41,53,36,22,96,60,53,23,17
FBtr0224710,2766,2212,2372,1714,1650,1445,3430,2467,3374,1663,1858
FBtr0224713,2779,3177,2782,2944,2846,2722,4081,3039,4236,3074,2949
FBtr0224714,2606,2323,2051,1745,1570,1280,2959,2166,2719,1375,1433
FBtr0224719,7,0,0,0,12,14,0,0,0,0,12
FBtr0224718,0,0,0,0,0,14,0,0,0,8,9
FBtr0223720,0,0,0,0,0,0,0,0,0,0,0
FBtr0223722,2791,2587,2327,170,2015,1750,284,238,27,1523,4
FBtr0223725,10681,10250,9240,11332,11730,8693,17364,12102,15338,11290,11464
FBtr0223724,16,21,19,16,9,15,26,12,30,0,8
FBtr0223727,3490,3962,3484,3748,3775,3622,4761,3619,5139,3633,3607
FBtr0223726,242,358,225,473,494,401,438,320,387,391,400
FBtr0223729,8,4,0,0,4,4,4,0,0,0,0
FBtr0223728,3403,4292,4184,4952,4867,4989,5849,5137,5820,5302,4604
FBtr0354448,594,0,0,31,58,111,639,268,174,42,19
FBtr0222451,1837,1507,1223,1079,1313,798,2084,1185,1330,863,861
FBtr0222454,0,0,4,4,0,0,0,0,0,0,0
FBtr0222455,11,3,4,5,1,5,14,5,6,7,6
FBtr0222456,11,6,22,12,0,10,24,8,16,8,6
FBtr0222459,74,113,0,74,88,53,61,55,61,51,0
FBtr0213902,0,0,0,0,0,0,4,0,0,0,0
FBtr0222188,3745,4141,3250,4486,4010,3439,5568,3168,5080,4130,3924
FBtr0222182,386,391,300,156,151,84,435,330,427,133,124
FBtr0222183,677,653,843,480,548,506,929,641,763,533,488
FBtr0222181,14063,15429,12795,13103,15164,13036,15288,13788,12904,11805,10307
FBtr0222186,1957,2088,1753,2719,2916,2372,2317,2045,2498,2373,2087
FBtr0222187,33224,33936,29737,31244,34459,30862,40386,31952,44597,31437,30635
FBtr0222184,22,0,8,8,5,13,11,7,23,6,18
FBtr0222185,5264,5287,4676,5501,5385,4767,7292,5360,7051,5270,5090
FBtr0218054,1143,1297,1145,1078,956,950,1434,1138,1447,984,793
FBtr0218057,5659,5323,2816,6109,4125,3084,8685,6752,6985,6149,6082
FBtr0218059,91,75,70,39,89,64,97,71,127,61,28
FBtr0218058,1482,1271,1198,1118,1251,909,1997,1542,1882,966,1050
FBtr0363889,20,1,0,3,0,0,4,0,0,0,0
FBtr0363888,12,19,16,11,11,12,11,8,15,12,11
FBtr0363883,918,950,798,927,893,943,1340,930,1472,1065,860
FBtr0363882,0,0,12,14,0,0,12,0,4,0,0
FBtr0363881,1013,3721,2194,623,750,591,1179,755,1174,590,580
FBtr0363880,3916,3932,4687,2215,2113,2909,6904,4911,4780,2792,1644
FBtr0363887,850,991,640,1005,1175,1077,1362,1091,1505,1022,981
FBtr0363886,545,493,409,317,407,141,426,406,361,314,236
FBtr0363885,129,80,34,24,31,29,88,94,74,47,24
FBtr0363884,413,616,529,241,329,286,441,315,386,338,135
FBtr0213759,0,0,0,0,0,0,0,0,0,0,0
FBtr0213754,0,4,8,4,7,12,0,0,0,0,4
FBtr0213753,2613,1540,1761,2373,2143,2144,3039,2617,4268,1639,2028
FBtr0213752,5222,5544,4835,5132,5397,4391,7035,5534,6601,4507,5084
FBtr0213751,727,1114,686,130,156,111,1050,727,1061,125,117
FBtr0213750,49,82,118,78,98,129,121,112,112,88,90
FBtr0350889,6997,6332,6030,7461,7706,6460,12336,9404,11610,8174,7851
FBtr0350888,544,1037,800,1337,1216,811,596,989,813,648,840
FBtr0350881,4,0,6,0,0,0,0,0,13,0,0
FBtr0350880,117,96,58,65,90,111,140,74,85,82,100
FBtr0350883,803,786,692,802,786,580,1041,860,1006,651,628
FBtr0350882,946,703,729,1127,1197,779,1089,873,1201,1000,1009
FBtr0350885,3019,3321,3069,3878,3448,3572,4943,4168,4611,3155,3966
FBtr0350884,9505,10295,5760,8540,10123,7160,14542,10979,9742,8036,8433
FBtr0350887,285,101,534,461,404,54,0,88,265,54,92
FBtr0350886,6,11,779,6,5,628,5,4,1278,5,799
FBtr0351288,1840,757,1031,1733,2397,1745,1221,1114,1720,2590,1321
FBtr0351289,1,3,0,0,4,2,11,6,0,4,4
FBtr0351284,3124,1211,1301,2260,1130,1514,2305,1380,2280,2373,2324
FBtr0351285,0,7,72,0,0,0,31,3,34,0,3
FBtr0351286,0,0,0,0,0,0,0,0,0,0,0
FBtr0351287,622,554,611,494,560,518,773,667,912,575,594
FBtr0351280,4000,3496,4594,3066,2430,4141,4373,3221,4355,3462,4741
FBtr0351281,1243,1259,1187,229,294,198,2123,1621,1831,209,197
FBtr0351282,359,340,467,126,695,879,141,404,576,438,46
FBtr0351283,1792,4287,4101,5332,5503,6521,5576,4081,4954,4703,2985
FBtr0214192,3183,3701,3253,2186,2573,2335,4369,3527,4963,2759,2572
FBtr0214193,3185,3579,3348,11352,12122,11155,4335,3220,4823,11947,11042
FBtr0214195,5090,5058,4468,4929,5460,4458,7447,5100,6964,4937,4662
FBtr0214196,2829,2481,2490,2610,3020,2185,4268,3285,4217,2738,2822
FBtr0209992,7,17,7,16,9,14,47,2,25,50,12
FBtr0209993,8,3,0,0,0,2,12,3,4,13,0
FBtr0209995,1557,1852,1609,1265,1421,1189,2020,1778,2122,1341,1134
FBtr0361654,0,0,0,0,0,0,0,0,0,0,0
FBtr0361655,0,0,0,0,0,0,0,0,0,0,0
FBtr0361656,206,670,74,51,317,55,208,132,159,451,192
FBtr0361657,755,380,212,1956,5398,2522,0,4508,2,3730,3031
FBtr0361650,11303,11845,9259,9918,11071,11253,10548,9684,9372,9545,7580
FBtr0361651,0,0,0,0,0,0,0,0,0,0,0
FBtr0361652,29,66,39,131,39,65,52,38,53,42,63
FBtr0361653,3354,3497,2610,5867,5341,6820,2754,3303,2780,5555,4609
FBtr0361658,0,4,12,13,24,24,41,0,30,7,47
FBtr0361659,50988,61963,60567,56665,54603,72014,60517,50507,54940,50831,47758
FBtr0221370,2123,2286,2169,2480,2566,2121,3142,2507,3216,2433,2232
FBtr0221371,5788,6671,5524,4940,5255,5498,7425,5853,7462,4741,5173
FBtr0221376,19,42,4,28,32,11,40,6,33,11,11
FBtr0221377,2007,2074,1425,1850,1803,1703,2422,1886,2443,1614,1352
FBtr0221378,2119,2266,2116,2348,2405,2022,3411,2114,2962,2150,2487
FBtr0359378,1380,1435,1201,1708,1156,470,2213,345,1350,504,394
FBtr0359379,0,0,0,3,0,14,8,0,0,0,19
FBtr0219016,99,85,37,78,46,58,62,51,67,61,98
FBtr0359375,299,342,123,334,434,523,1638,117,165,232,305
FBtr0359376,0,1,0,0,0,0,0,128,0,266,0
FBtr0359377,64,78,56,150,152,209,85,77,128,179,166
FBtr0359370,729,230,167,383,351,394,477,431,237,291,382
FBtr0359371,3710,3487,3611,3415,3540,3985,2119,3826,3968,3375,3234
FBtr0359372,0,0,0,0,0,0,0,0,0,0,0
FBtr0219011,35,88,70,59,64,53,99,66,77,38,45
FBtr0351428,180,198,146,151,204,1523,173,141,94,88,188
FBtr0351429,1308,1154,960,931,1015,912,1814,1714,1876,1635,1262
FBtr0351420,325,607,0,267,686,1055,869,94,346,1048,558
FBtr0351421,11,0,0,0,0,0,0,0,0,0,0
FBtr0351422,7312,8036,7358,8095,8669,10360,10009,8780,10939,10056,9184
FBtr0351423,10059,9237,10775,5829,5588,9356,11693,7803,8338,6693,6892
FBtr0351424,0,0,0,0,0,0,0,0,0,0,0
FBtr0351425,101,0,278,0,0,0,0,0,0,0,0
FBtr0351426,1313,1354,1084,1762,1887,1389,1725,1093,1336,1255,1524
FBtr0351427,124,136,138,268,148,197,167,165,114,153,103
FBtr0351831,0,76,106,66,76,76,119,351,213,1,101
FBtr0356810,3199,2661,2395,2605,2012,2889,2432,2054,2449,1856,1776
FBtr0356811,496,660,732,494,347,566,317,425,816,657,759
FBtr0356812,0,0,463,0,1,0,0,2,0,2,1
FBtr0356813,0,0,1976,0,826,597,1272,1015,1543,0,1262
FBtr0356814,259,334,285,525,477,354,578,427,500,524,465
FBtr0356815,135,302,199,0,0,118,314,0,350,0,195
FBtr0356816,0,21,6,15,25,17,0,8,4,31,0
FBtr0356817,11,0,0,0,0,0,0,0,0,0,0
FBtr0356818,116,114,110,133,154,111,199,80,127,104,86
FBtr0356819,1319,570,1460,431,259,260,2282,541,875,274,560
FBtr0210479,12,5,0,0,41,0,28,7,9,10,7
FBtr0362309,0,223,0,306,232,0,239,0,290,0,0
FBtr0362308,2537,3240,2258,957,1039,872,3735,2780,3502,678,737
FBtr0362303,0,0,0,0,0,0,0,0,0,0,0
FBtr0362302,0,0,0,0,0,0,0,0,0,0,0
FBtr0362301,6144,7138,6105,5913,6114,6629,8426,7144,9563,6773,6299
FBtr0362300,0,1,5,1,1,1,0,0,0,1,0
FBtr0362307,0,0,0,4,4,0,4,0,4,0,0
FBtr0362306,16,16,19,6,28,6,34,19,12,0,0
FBtr0362305,6688,6466,7162,6033,6781,5693,9924,7330,9964,6222,6486
FBtr0362304,252,222,281,170,170,148,270,158,196,155,116
FBtr0359598,19554,19058,17102,18639,21564,18310,21268,18287,20015,19391,15898
FBtr0359599,2025,2160,1938,1952,2177,2025,2768,2212,3074,2070,2137
FBtr0359590,1141,1242,1046,1018,1376,1209,1786,1308,1792,935,1115
FBtr0359591,101,169,99,59,69,35,185,162,216,36,75
FBtr0359592,0,0,0,0,0,0,0,0,0,0,0
FBtr0359593,92,107,90,84,37,76,190,97,154,78,79
FBtr0359594,2027,2503,1631,2084,1981,2235,3138,2421,2687,1865,2343
FBtr0359595,0,0,0,0,0,0,161,0,0,0,0
FBtr0359596,53,69,73,27,67,38,31,59,37,14,20
FBtr0359597,0,0,0,0,0,0,0,0,0,0,0
FBtr0212831,3546,3679,3225,3506,3557,3308,4200,3696,4362,3167,2925
FBtr0212833,4465,4638,4084,3710,3885,3362,5938,4571,6159,3363,3615
FBtr0212832,438,559,439,400,424,368,664,540,564,534,355
FBtr0212835,43729,38944,36905,53129,57990,40379,63682,46492,56669,43111,47106
FBtr0360238,0,0,0,0,0,0,0,0,0,0,0
FBtr0354559,32609,35551,33890,33403,32109,39122,47408,37279,47109,32738,35316
FBtr0354558,4816,4931,4072,5353,5859,5074,6500,5055,6936,5685,5698
FBtr0360235,2115,1366,930,1140,2459,1522,1297,1168,2206,1169,1043
FBtr0354556,10830,3079,11219,2524,4367,5244,5299,12346,3122,11127,2567
FBtr0360237,2289,2342,1974,3758,3902,4037,2414,2385,2748,2219,2060
FBtr0360236,242,259,287,3492,97,3877,7807,5829,216,2715,3289
FBtr0360231,2047,1971,1450,757,1388,466,2576,2085,1254,1784,1098
FBtr0360230,2565,2741,2461,1724,1803,1906,3515,2758,3796,1943,1707
FBtr0360233,0,0,0,0,0,0,0,0,0,0,0
FBtr0360232,1,0,0,0,13,1,0,1,0,0,0
FBtr0358423,0,0,0,0,0,0,0,0,0,0,0
FBtr0358422,461,220,268,208,238,318,268,101,312,375,427
FBtr0358421,6306,6704,5167,6171,6082,6204,7655,6637,8176,6403,5578
FBtr0358420,3315,3838,2691,3808,3878,4633,4265,4444,5134,3088,3420
FBtr0358427,1740,1295,1309,1256,1272,1455,1275,1386,3737,878,899
FBtr0358426,0,0,0,0,0,0,0,0,0,0,0
FBtr0358425,2804,1886,2078,2802,2730,2028,2657,2437,2812,3713,2223
FBtr0358424,573,444,59,144,96,134,733,172,315,430,256
FBtr0358429,14679,23000,22964,14140,17839,15504,19891,28439,22908,15991,24480
FBtr0358428,5078,5799,4923,3625,4525,4671,6047,5858,6695,4218,3657
FBtr0220138,7506,7681,6576,7114,8206,7055,9393,7485,9881,6369,6377
FBtr0220131,0,0,0,0,0,0,0,0,0,3,0
FBtr0220130,1822,1641,1391,1661,1797,1459,2195,1617,1992,1559,1489
FBtr0220132,0,0,0,0,0,0,0,0,0,0,0
FBtr0220135,5980,5923,5464,5057,5239,4359,8460,6528,8337,4035,4283
FBtr0220136,1638,1881,1570,1765,1689,1530,2401,1936,2316,1708,1756
FBtr0215648,1422,1219,1352,1711,1573,1325,2372,1579,2268,1627,1514
FBtr0215647,838,819,752,825,842,757,918,816,985,791,752
FBtr0215645,38,44,45,37,25,36,144,92,102,32,39
FBtr0215644,259,386,271,780,867,685,651,667,871,855,809
FBtr0215643,6878,10580,8287,7962,6055,8219,12885,10665,13384,10174,9740
FBtr0215640,637,410,360,184,94,182,659,496,497,235,147
FBtr0352241,417,467,240,600,555,422,453,305,498,588,500
FBtr0352240,15635,13430,13502,12842,13587,10157,13642,12882,14653,13120,11788
FBtr0352243,392,4,239,105,161,357,154,278,227,3,84
FBtr0352242,0,0,0,0,0,0,0,0,0,0,0
FBtr0352245,19,18,14,37,7,17,42,28,11,39,0
FBtr0352244,0,0,0,0,0,0,0,0,0,0,0
FBtr0352247,0,0,0,11,4,8,8,0,8,0,0
FBtr0352246,1642,2127,1303,1285,1648,1855,1035,817,995,1640,1550
FBtr0352249,295,317,277,658,708,552,258,259,303,450,408
FBtr0352248,2346,2543,2223,1944,2422,1672,2996,2762,3414,1796,1931
FBtr0355730,30,4,10,0,20,13,29,27,26,9,17
FBtr0355731,14500,4887,4265,2739,1045,1572,3881,3995,5084,1470,2994
FBtr0355732,0,0,0,719,1036,0,558,980,0,267,39
FBtr0355733,4593,4309,3202,2620,3193,3217,5244,4336,5207,4338,3664
FBtr0212163,581,1393,855,979,254,533,826,10,1431,951,511
FBtr0212162,1159,1074,884,1097,1102,879,1343,1082,1367,979,957
FBtr0355736,0,0,0,0,0,0,0,0,0,0,0
FBtr0355737,0,747,781,0,895,0,1111,800,1533,0,984
FBtr0355738,15675,17067,15100,12574,13818,13852,21556,16978,22478,12716,13494
FBtr0355739,0,0,0,0,0,0,0,0,0,0,0
FBtr0223448,236,194,186,22,10,16,258,289,242,13,30
FBtr0223440,24715,27429,23344,29239,30429,27154,36162,25949,35158,27623,28149
FBtr0223441,16,20,33,51,36,19,20,25,54,14,16
FBtr0223442,2213,2276,2012,2329,2383,1945,2968,2231,2903,1916,1916
FBtr0223443,3030,2753,2617,2362,2892,2533,3296,2761,3384,2845,2559
FBtr0223444,717,652,705,904,1109,777,1053,771,1104,966,927
FBtr0223445,5848,5759,6261,6179,7189,5916,9189,6230,9081,5692,5370
FBtr0223446,0,0,0,0,3,0,0,0,0,0,0
FBtr0223447,12,9,0,4,8,0,4,0,16,14,8
FBtr0357390,42356,42156,40883,40659,44334,35630,69410,49756,67633,43312,45205
FBtr0357391,3746,5178,2791,1820,3058,2641,3110,4443,3469,2926,3469
FBtr0357392,79,0,0,44,12,0,68,105,62,85,31
FBtr0357393,16301,23702,21999,18601,21695,24196,27121,23649,29665,24845,22034
FBtr0357394,49,33,35,47,57,87,50,58,58,32,32
FBtr0357395,2164,2309,2208,3123,2873,2033,3457,2720,4646,4699,11289
FBtr0357396,219,433,608,192,220,137,667,586,492,179,232
FBtr0357397,6890,7523,6397,6346,6999,6194,8687,6747,8884,6367,6331
FBtr0357398,0,0,0,0,0,0,0,0,0,0,0
FBtr0357399,839,1362,431,1588,1457,587,1837,995,1271,925,218
FBtr0356047,0,4,0,0,0,0,14,0,0,0,0
FBtr0356046,7188,9988,6882,7062,8330,7826,8520,7638,8925,7760,6909
FBtr0356045,1,1,1,13491,1,11624,1,12143,1,1,11474
FBtr0356044,1156,1623,1238,652,736,2161,1361,1141,1252,868,2557
FBtr0356043,0,0,0,0,0,0,0,0,0,0,0
FBtr0356042,16,0,7,5,14,12,14,8,12,7,20
FBtr0356041,37068,40648,36823,41844,46763,39336,49854,39860,45476,36199,37260
FBtr0356040,567,610,456,587,486,0,645,560,573,448,663
FBtr0356049,0,0,0,0,0,0,0,0,4,6,0
FBtr0356048,0,4030,3240,3075,2965,3598,3957,2870,4617,3201,3467
FBtr0224188,3139,3598,3246,3044,2562,2458,4314,3398,4488,2687,2493
FBtr0356420,0,4,0,4,8,4,0,0,0,4,19
FBtr0356429,0,0,0,0,16,0,0,0,0,0,0
FBtr0356428,3357,3825,2990,2838,2672,2862,3305,2495,2176,1926,1565
FBtr0220403,6545,6573,5815,5729,7199,5200,7343,6214,8001,5759,5654
FBtr0219978,260,54,66,39,40,41,154,51,104,43,41
FBtr0219970,1187,2465,1312,799,1181,1805,2764,1721,1666,2225,1605
FBtr0219973,0,8,0,22,13,5,28,18,28,14,16
FBtr0219972,11700,13387,12578,13732,13181,11728,22017,14517,27600,14193,13475
FBtr0219974,18,9,0,0,0,0,7,0,11,5,7
FBtr0364055,1899,2543,2274,1261,1085,914,3175,2079,2566,1397,1004
FBtr0357809,0,0,0,0,0,411,0,0,0,0,0
FBtr0349328,272,308,224,348,298,250,179,325,318,232,231
FBtr0349329,508,525,502,611,622,466,799,620,825,518,488
FBtr0364051,514,341,224,28,0,42,511,277,393,56,21
FBtr0364050,42,40,38,39,38,34,40,41,39,40,39
FBtr0364053,267,264,169,4,2,9,362,202,221,6,30
FBtr0364052,1431,616,933,535,651,1526,754,1304,588,543,722
FBtr0349322,292,302,261,321,273,321,279,281,298,259,235
FBtr0349323,12,0,0,2,4,4,19,0,0,0,0
FBtr0357802,89,144,87,189,275,99,124,95,155,154,153
FBtr0357803,7,0,0,0,0,0,0,0,0,0,0
FBtr0357804,15139,17724,15488,14486,15332,15294,18677,15712,20072,14745,13544
FBtr0364058,5,316,388,285,0,0,9,3,357,456,1653
FBtr0349324,531,349,325,1170,843,974,508,520,745,801,543
FBtr0357807,9085,9793,7814,8624,9263,9821,12486,9950,11095,9841,9078
FBtr0360514,2933,2732,2273,1681,1515,1775,3048,2775,2914,1471,1557
FBtr0354237,0,76,0,15,17,0,51,22,13,0,0
FBtr0354234,61057,72671,64523,59458,62099,73817,71073,64209,71352,65749,56095
FBtr0358569,814,320,469,203,126,158,2209,1261,1013,240,153
FBtr0354232,7038,7449,6777,5903,7112,6230,8535,7223,9143,6075,6047
FBtr0354233,3076,2984,2793,3601,3764,2885,3105,2025,2932,2362,2674
FBtr0354230,3068,2558,1840,971,1600,1355,2952,2453,3014,1487,1640
FBtr0360513,34,24,13,24,30,17,16,9,18,19,14
FBtr0358563,0,7,4,4,0,0,7,0,7,6,0
FBtr0358566,109,174,198,112,129,101,164,136,154,122,141
FBtr0358567,0,5,0,0,0,0,4,0,8,0,0
FBtr0358564,8361,4752,2981,10694,5967,9570,8304,3518,4162,9657,6791
FBtr0358565,132,146,141,140,150,176,157,131,156,157,149
FBtr0365018,0,0,0,0,0,53,0,0,0,135,0
FBtr0365019,116,2,92,130,145,166,3851,121,192,3156,128
FBtr0365016,0,2,0,0,4,0,0,0,0,0,2
FBtr0365017,0,0,0,0,0,0,0,0,0,0,0
FBtr0365014,4,4,4,3,4,4,4,4,4,4,4
FBtr0365015,10266,11933,9590,11154,11415,16250,13262,10832,11377,11151,10035
FBtr0365012,217,229,70,0,0,0,0,75,0,0,0
FBtr0365013,0,12,3,0,16,0,0,4,4,4,4
FBtr0365010,6967,7136,6226,6265,6657,6742,9676,7796,9604,6608,6946
FBtr0365011,1740,1768,1577,1666,1469,1171,2557,1853,2576,1371,1370
FBgn0183207,8586,9420,7392,10556,8735,10837,11322,7990,9978,60734,8117
FBtr0215732,6912,6111,5876,7385,7251,6007,9176,6500,8145,6092,6107
FBtr0357122,172,170,161,0,170,174,221,151,184,192,172
FBtr0363106,248,216,111,108,19,64,285,88,103,86,100
FBtr0350711,119,113,112,2056,120,78,96,2536,2132,3618,3582
FBtr0350710,9332,9935,9285,7951,8534,7203,14951,11144,14514,7876,8093
FBtr0350713,2,3,55,3,0,0,37,6,52,5,0
FBtr0350712,1996,1952,1549,2025,601,994,272,1596,1722,484,87
FBtr0350715,0,0,5,0,0,3,0,0,0,4,0
FBtr0350714,0,0,0,59,0,0,86,77,0,0,0
FBtr0350717,0,0,1,0,0,0,0,0,0,0,0
FBtr0350716,0,0,0,0,17,0,0,0,0,0,0
FBtr0350719,16,6,0,15,4,4,19,18,8,0,25
FBtr0350718,437,531,468,466,586,453,178,489,469,536,480
FBtr0358699,929,1014,869,1009,587,1430,1314,1017,1420,1136,1037
FBtr0363418,7451,7272,6121,5380,5618,5353,8612,7466,9429,5266,5086
FBtr0363419,1496,1078,1717,1866,2280,3158,2300,1422,2765,2838,2983
FBtr0363414,9555,9979,8421,7946,8132,8167,11355,8942,12208,8114,7952
FBtr0363415,110,60,45,56,128,255,344,111,93,654,314
FBtr0363416,560,746,487,311,268,256,846,708,829,362,289
FBtr0363417,0,0,0,0,0,0,0,0,0,0,0
FBtr0363410,427,665,666,436,501,654,724,559,654,446,446
FBtr0363411,7762,8789,483,487,7554,6668,11039,8571,10845,6364,448
FBtr0363412,0,4,0,10,0,0,10,0,0,0,0
FBtr0363413,132,0,0,0,126,0,0,0,0,0,0
FBtr0214000,321,305,404,238,213,220,471,402,489,97,240
FBtr0360033,9188,9987,7931,7056,8205,7429,9536,7411,9042,6125,5301
FBtr0360032,0,0,0,181,164,182,3,0,0,94,0
FBtr0360031,0,3,3,0,7,0,0,7,11,6,33
FBtr0360030,538,476,456,635,546,473,607,536,788,399,420
FBtr0360037,0,0,0,0,0,0,0,0,0,0,0
FBtr0360036,0,0,0,0,0,0,0,0,0,0,0
FBtr0360035,982,386,867,692,928,714,1018,822,858,663,1233
FBtr0360034,0,0,0,0,0,0,0,0,0,0,0
FBtr0360039,0,0,0,0,0,0,0,0,0,1,0
FBtr0360038,153,143,0,138,0,0,170,0,0,0,0
FBtr0211045,0,0,0,0,0,0,0,0,0,0,0
FBtr0215744,1105,941,885,1318,1242,1014,1185,955,1223,1000,1040
FBtr0361926,329,104,128,109,116,55,132,156,171,122,48
FBtr0361927,158,133,180,152,144,126,135,140,119,1988,148
FBtr0361924,1389,951,1200,1517,1063,1174,1662,1039,2205,1870,1341
FBtr0361925,0,0,0,0,0,0,0,0,0,0,0
FBtr0361922,10914,12098,9949,10644,11104,10974,13602,10409,14508,10911,10165
FBtr0361923,9554,9312,8929,8356,9800,10621,12055,10216,12826,10610,13040
FBtr0361920,0,0,0,0,0,0,0,0,8,0,0
FBtr0361921,41605,60649,0,45603,38040,45432,42400,37872,48077,48460,39009
FBtr0357206,0,5,8,0,5,0,0,13,0,12,0
FBtr0361928,5926,6071,5162,5277,4979,3978,6710,5439,7466,4293,4627
FBtr0361929,42,45,18,7,7,3,72,10,46,10,30
FBtr0220339,1489,1690,8,3,8,24,20,34,1458,14,9
FBtr0220334,31,41,18,26,7,15,23,23,19,23,13
FBtr0220333,6937,7614,6238,6935,7375,7655,8167,7081,8410,6396,6829
FBtr0225675,26,5,27,50,44,54,25,20,0,19,39
FBtr0225677,11,5,0,49,7,36,20,8,0,15,25
FBtr0224100,5886,6337,5500,4903,5252,4585,7507,5941,8044,5090,5037
FBtr0224101,9118,10291,8963,7474,8235,8262,12140,9903,12572,7543,7409
FBtr0220483,30,20,20,145,125,184,66,46,34,163,194
FBtr0220482,10368,13667,9387,17659,17122,14393,13479,10618,13305,16075,15636
FBtr0224105,109,90,55,45,29,58,137,47,38,74,68
FBtr0224106,13,12,0,19,13,12,7,9,19,9,0
FBtr0220486,109,97,61,76,91,68,140,104,113,69,72
FBtr0224108,117,116,84,718,1028,978,169,106,103,989,949
FBtr0224109,132,240,161,144,150,188,243,137,253,204,233
FBtr0212670,0,0,0,0,0,0,0,0,0,0,0
FBtr0357205,592,940,710,594,718,752,862,843,937,718,594
FBtr0212365,4338,4107,3696,4673,4923,3675,6095,4386,5547,4133,4216
FBtr0212364,6445,7048,6156,6674,6855,5766,9465,7254,9555,6338,6380
FBtr0212367,18,4,0,27,19,12,11,9,16,31,28
FBtr0212366,1020,1126,928,1405,1396,1040,1583,976,1525,1162,1277
FBtr0212363,8924,10196,9043,8713,10222,8747,13011,9772,12924,8999,9556
FBtr0212369,1925,1992,1773,1890,1971,1568,2768,1984,2429,1743,1811
FBtr0212368,2020,1826,1966,1966,1887,1463,1277,1054,1173,686,591
FBtr0216868,40,27,0,16,24,4,27,11,5,0,7
FBtr0223688,0,4,3,0,0,0,0,6,4,0,0
FBtr0223689,4,9,8,0,19,0,20,10,31,0,14
FBtr0223686,4,4,1,4,11,8,1,8,4,4,3
FBtr0223687,0,0,7,0,0,0,0,0,0,0,0
FBtr0223684,3438,3578,2727,2248,2285,2040,3769,3061,4037,2017,2013
FBtr0223685,1476,1513,1242,2023,1953,1930,1930,1465,1774,2210,2053
FBtr0223683,845,945,709,763,923,846,1111,975,1021,677,740
FBtr0223680,7,8,0,8,0,0,22,8,14,0,0
FBtr0223681,3754,3753,3251,3256,4973,4328,5169,4939,4521,4286,4298
FBtr0361074,9,0,0,0,0,0,0,0,0,0,0
FBtr0361075,279,125,207,292,146,126,188,265,218,195,78
FBtr0361076,8,4,8,0,0,8,11,0,4,4,4
FBtr0361077,1844,2022,1638,1738,1800,1578,2526,2102,2542,2025,1695
FBtr0361070,0,0,0,0,0,0,0,0,0,0,0
FBtr0361071,336,381,317,414,564,1100,732,292,380,726,940
FBtr0361072,998,1003,835,973,904,821,1093,835,1033,880,901
FBtr0361073,0,8,0,171,167,177,21,8,0,72,123
FBtr0361078,915,638,622,671,730,291,523,296,729,367,368
FBtr0361079,69722,69529,62970,69046,78942,66403,100794,79036,101060,74547,73631
FBtr0215938,8,0,3,0,4,0,0,0,0,0,4
FBtr0213095,8,0,0,0,0,0,0,0,0,0,0
FBtr0213096,0,0,0,0,0,0,0,0,0,0,0
FBtr0213091,59,92,122,71,71,45,115,59,129,63,47
FBtr0213093,947,1055,846,833,792,817,1107,839,1264,720,790
FBtr0213099,18220,18311,16022,19620,19865,19414,19219,14792,20459,15679,17937
FBtr0362529,201,286,255,149,156,150,333,219,301,103,122
FBtr0362528,0,0,0,0,0,0,0,0,0,0,0
FBtr0362523,6417,5770,5226,5747,5622,7172,5914,5535,6625,5372,4284
FBtr0362522,7882,8800,7505,7647,8235,8382,10307,8952,10860,8024,7698
FBtr0362521,67,66,192,88,52,47,71,69,105,71,112
FBtr0362520,597,222,421,679,631,561,537,529,705,530,649
FBtr0362527,9,0,4,13,0,12,8,12,6,7,0
FBtr0362526,3682,5468,1166,2004,1624,1630,5706,1278,1511,859,1244
